tmfc,SWRAD
2026013100,323.97849099134896
2026022800,314.6018918770693
2026033100,353.7861091236109
2026043000,355.8788067361139
2026053100,339.6608920178887
2026063000,318.2260892631531
2026072800,330.8114319743787
