tmfc,lat,lon,SAL,TPW,CLA,SST
2026012900,-0.023822732269763947,128.1943359375,0.14800000190734863,21.739999771118164,0.0,301.9599914550781
2026012900,0.028560344129800797,128.1766357421875,0.24289999902248383,1.3899999856948853,0.9599999785423279,285.9499816894531
2026012900,0.023489991202950478,128.167236328125,0.16499999165534973,12.5,0.0,284.69000244140625
2026012900,-0.026421288028359413,128.19227600097656,0.17159999907016754,18.40999984741211,0.0,297.91998291015625
2026012900,0.022967111319303513,128.1677703857422,0.1662999987602234,11.34000015258789,0.5799999833106995,284.16998291015625
2026012900,-0.008263088762760162,128.19276428222656,0.1428999900817871,51.91999816894531,0.8799999952316284,300.91998291015625
2026012900,0.009784194640815258,128.18099975585938,0.13359999656677246,39.32999801635742,0.0,297.1499938964844
2026012900,-0.006932121701538563,128.21221923828125,0.11400000005960464,54.80999755859375,0.4099999964237213,301.8699951171875
2026012900,0.011923249810934067,128.16598510742188,0.17880000174045563,27.189998626708984,0.0,296.91998291015625
2026012900,0.03857428953051567,128.20355224609375,0.2240999937057495,4.610000133514404,0.8700000047683716,275.5199890136719
2026012900,-0.014696098864078522,128.20736694335938,0.1225999966263771,56.47999954223633,0.6399999856948853,302.79998779296875
2026012900,0.03447047248482704,128.18724060058594,0.5406000018119812,2.9099998474121094,0.0,273.9700012207031
2026012900,0.010592281818389893,128.19473266601562,0.12799999117851257,35.31999969482422,0.25,299.75
2026012900,0.03353562578558922,128.1949462890625,0.567799985408783,0.7599999904632568,0.3199999928474426,274.0
2026012900,-0.02444068156182766,128.2056121826172,0.2360999882221222,26.559999465942383,0.0,308.41998291015625
2026012900,0.011511283926665783,128.17982482910156,0.1500999927520752,34.869998931884766,0.0,293.6199951171875
2026012900,0.02868710272014141,128.19403076171875,0.16040000319480896,6.559999942779541,0.8100000023841858,276.4499816894531
2026012900,0.031555019319057465,128.19325256347656,0.16300000250339508,1.7799999713897705,0.3400000035762787,273.19000244140625
2026012900,0.026563892140984535,128.1846160888672,0.17350000143051147,10.809999465942383,1.0,274.5899963378906
2026012900,0.01937033049762249,128.17340087890625,0.12700000405311584,20.600000381469727,0.0,289.8899841308594
2026012900,-0.002337115351110697,128.2048797607422,0.11449999362230301,54.48999786376953,0.6800000071525574,302.2799987792969
2026012900,0.028243446722626686,128.20570373535156,0.3782999813556671,5.009999752044678,1.0,284.9100036621094
2026012900,0.02909906953573227,128.20687866210938,0.25939998030662537,5.769999980926514,0.8499999642372131,284.5299987792969
2026012900,-0.022333316504955292,128.20361328125,0.16979999840259552,26.44999885559082,0.0,308.41998291015625
2026012900,0.0006892509409226477,128.187255859375,0.12600000202655792,53.11000061035156,1.0,299.2900085449219
2026012900,0.0317293144762516,128.18701171875,0.29839998483657837,3.3299999237060547,0.8899999856948853,273.1999816894531
2026012900,-0.016898533329367638,128.2124786376953,0.12289999425411224,19.649999618530273,0.0,301.5899963378906
2026012900,-0.0015765625284984708,128.18759155273438,0.10480000078678131,54.37999725341797,0.8899999856948853,301.7699890136719
2026012900,0.030176518484950066,128.1812744140625,0.1785999983549118,4.929999828338623,0.9300000071525574,285.9499816894531
2026012900,0.03085784800350666,128.19125366210938,0.1679999977350235,2.059999942779541,0.9300000071525574,273.9700012207031
2026012900,0.019085122272372246,128.17491149902344,0.12060000002384186,10.039999961853027,0.05999999865889549,289.54998779296875
2026012900,0.024614976719021797,128.1685028076172,0.15699999034404755,9.769999504089355,0.0,284.69000244140625
2026012900,0.024820959195494652,128.1790008544922,0.15729999542236328,3.669999837875366,0.9300000071525574,285.9499816894531
2026012900,0.023125560954213142,128.1671905517578,0.16589999198913574,12.710000038146973,0.07000000029802322,284.16998291015625
2026012900,0.003937445115298033,128.17745971679688,0.13159999251365662,48.06999969482422,0.9300000071525574,292.66998291015625
2026012900,-0.01688268780708313,128.20704650878906,0.1517999917268753,44.34000015258789,0.6699999570846558,302.6099853515625
2026012900,0.026548046618700027,128.1884002685547,0.16499999165534973,12.699999809265137,1.0,274.5899963378906
2026012900,0.01944955438375473,128.16293334960938,0.20099999010562897,14.359999656677246,0.8999999761581421,292.1000061035156
2026012900,0.02539137378334999,128.18081665039062,0.18140000104904175,2.9800000190734863,0.4699999988079071,285.9499816894531
2026012900,-0.01881575956940651,128.19163513183594,0.13669998943805695,23.389999389648438,0.0,301.1499938964844
2026012900,-0.01515559945255518,128.19741821289062,0.14499999582767487,50.27000045776367,0.7799999713897705,302.1300048828125
2026012900,0.02241254225373268,128.1707000732422,0.38509997725486755,2.759999990463257,0.0,288.9100036621094
2026012900,0.03470814600586891,128.184814453125,0.5048999786376953,2.119999885559082,0.6399999856948853,273.1999816894531
2026012900,0.03722747787833214,128.18161010742188,0.26589998602867126,4.679999828338623,0.9599999785423279,273.1999816894531
2026012900,0.021905506029725075,128.1643829345703,0.1574999988079071,4.769999980926514,0.4699999988079071,290.7099914550781
2026012900,0.03126981481909752,128.18125915527344,0.17739999294281006,4.009999752044678,0.9300000071525574,285.9499816894531
2026012900,-0.012065852992236614,128.20701599121094,0.12150000035762787,65.58000183105469,0.9599999785423279,300.5799865722656
2026012900,-0.022222403436899185,128.19546508789062,0.14059999585151672,21.78999900817871,1.0,301.53997802734375
2026012900,0.037734512239694595,128.1972198486328,0.10899999737739563,1.809999942779541,0.0,273.239990234375
2026012900,0.028639568015933037,128.17564392089844,0.18859998881816864,3.1999998092651367,0.8100000023841858,285.9499816894531
