tmfc,lat,lon,t2m,psl
2026042900,16.1661,-155.5425,298.818,101355.0
2026042900,-50.292,-48.3178,276.869,100372.0
2026042900,28.27,-67.9019,294.262,101707.0
2026042900,-65.4372,43.6317,271.728,97711.1
2026042900,-37.5112,-114.6647,292.519,102772.0
2026050200,-86.2688,-33.5118,226.421,99451.4
2026050200,-64.6126,42.0139,270.161,98228.3
2026050200,-54.0322,-5.2539,273.77,99837.2
2026050200,5.1246,52.1926,302.683,100884.0
2026050200,13.2765,41.4556,302.582,100754.0
2026050200,-5.5405,85.1267,302.039,100899.0
2026050200,-58.5763,-136.9324,274.893,98316.8
2026050200,-24.1594,-4.302,293.592,102001.0
2026050200,-18.1106,117.4825,299.514,101198.0
2026050200,-16.6171,-112.267,297.915,101183.0
2026050200,28.0551,19.3057,296.662,101133.0
2026050200,44.1569,135.0991,285.666,100441.0
2026050200,5.8506,-122.1354,301.316,100752.0
2026050200,-33.0951,41.8577,294.372,100955.0
2026050200,-59.3714,48.3341,272.608,98380.0
2026050200,-27.96,-141.9073,296.8,101515.0
2026050200,-15.959,153.1564,300.092,101266.0
2026050200,-22.033,78.5401,297.002,101577.0
2026050200,-31.4523,-53.7227,291.644,101019.0
2026050200,-18.6762,-118.4332,297.912,101314.0
2026050200,50.7558,105.1937,280.789,102102.0
2026050200,31.9164,-35.7934,293.621,101257.0
2026050200,-48.2179,36.1501,276.292,101058.0
2026050200,7.8201,-81.1665,299.691,100816.0
2026050200,45.8533,-74.4682,278.962,101151.0
2026050200,16.1661,-155.5425,298.897,101264.0
2026050200,-50.292,-48.3178,278.217,99127.6
2026050200,28.27,-67.9019,296.806,101472.0
2026050200,-65.4372,43.6317,269.077,98406.4
2026050200,-37.5112,-114.6647,288.414,101838.0
2026050600,-86.2688,-33.5118,222.321,99083.2
2026050600,-64.6126,42.0139,269.53,100609.0
2026050600,-54.0322,-5.2539,275.495,100442.0
2026050600,5.1246,52.1926,302.717,100795.0
2026050600,13.2765,41.4556,301.737,100625.0
2026050600,-5.5405,85.1267,301.175,100593.0
2026050600,-58.5763,-136.9324,270.419,97863.5
2026050600,-24.1594,-4.302,294.429,102465.0
2026050600,-18.1106,117.4825,300.722,101457.0
2026050600,-16.6171,-112.267,298.16,101501.0
2026050600,28.0551,19.3057,290.099,101482.0
2026050600,44.1569,135.0991,289.285,100757.0
2026050600,5.8506,-122.1354,301.002,100872.0
2026050600,-33.0951,41.8577,294.366,101295.0
2026050600,-59.3714,48.3341,270.805,100288.0
2026050600,-27.96,-141.9073,294.26,101628.0
2026050600,-15.959,153.1564,299.773,101258.0
2026050600,-22.033,78.5401,297.125,101455.0
2026050600,-31.4523,-53.7227,295.251,101482.0
2026050600,-18.6762,-118.4332,298.618,101524.0
2026050600,50.7558,105.1937,275.116,102689.0
2026050600,31.9164,-35.7934,292.76,102563.0
2026050600,-48.2179,36.1501,275.303,102633.0
2026050600,7.8201,-81.1665,300.307,100934.0
2026050600,45.8533,-74.4682,283.892,100473.0
2026050600,16.1661,-155.5425,299.278,101317.0
2026050600,-50.292,-48.3178,275.826,100606.0
2026050600,28.27,-67.9019,296.548,101829.0
2026050600,-65.4372,43.6317,268.813,100418.0
2026050600,-37.5112,-114.6647,292.877,100516.0
2026051000,-86.2688,-33.5118,231.781,100923.0
2026051000,-64.6126,42.0139,272.141,99868.2
2026051000,-54.0322,-5.2539,272.855,99060.6
2026051000,5.1246,52.1926,301.941,100934.0
2026051000,13.2765,41.4556,302.89,100751.0
2026051000,-5.5405,85.1267,301.721,100624.0
2026051000,-58.5763,-136.9324,276.078,100979.0
2026051000,-24.1594,-4.302,293.782,102083.0
2026051000,-18.1106,117.4825,300.499,101482.0
2026051000,-16.6171,-112.267,298.057,101237.0
2026051000,28.0551,19.3057,298.185,101379.0
2026051000,44.1569,135.0991,291.058,101171.0
2026051000,5.8506,-122.1354,301.194,100728.0
2026051000,-33.0951,41.8577,293.766,101507.0
2026051000,-59.3714,48.3341,273.568,101104.0
2026051000,-27.96,-141.9073,294.957,102537.0
2026051000,-15.959,153.1564,300.391,101535.0
2026051000,-22.033,78.5401,296.471,101632.0
2026051000,-31.4523,-53.7227,282.193,102047.0
2026051000,-18.6762,-118.4332,298.16,101343.0
2026051000,50.7558,105.1937,285.574,101096.0
2026051000,31.9164,-35.7934,291.88,102549.0
2026051000,-48.2179,36.1501,278.702,99762.2
2026051000,7.8201,-81.1665,302.809,100607.0
2026051000,45.8533,-74.4682,285.244,100486.0
2026051000,16.1661,-155.5425,298.653,101340.0
2026051000,-50.292,-48.3178,277.328,99370.2
2026051000,28.27,-67.9019,297.761,101980.0
2026051000,-65.4372,43.6317,271.396,100070.0
2026051000,-37.5112,-114.6647,288.497,102137.0
2026051300,-86.2688,-33.5118,232.473,100319.0
2026051300,-64.6126,42.0139,273.316,98241.0
2026051300,-54.0322,-5.2539,272.836,101242.0
2026051300,5.1246,52.1926,302.725,100848.0
2026051300,13.2765,41.4556,303.809,100556.0
2026051300,-5.5405,85.1267,301.873,100660.0
2026051300,-58.5763,-136.9324,275.733,100970.0
2026051300,-24.1594,-4.302,294.313,102259.0
2026051300,-18.1106,117.4825,300.806,101385.0
2026051300,-16.6171,-112.267,298.349,101083.0
2026051300,28.0551,19.3057,296.867,101278.0
2026051300,44.1569,135.0991,290.847,100801.0
2026051300,5.8506,-122.1354,301.557,100678.0
2026051300,-33.0951,41.8577,295.151,100854.0
2026051300,-59.3714,48.3341,275.272,97858.6
2026051300,-27.96,-141.9073,294.616,102160.0
2026051300,-15.959,153.1564,299.481,101465.0
2026051300,-22.033,78.5401,296.747,101534.0
2026051300,-31.4523,-53.7227,284.865,101513.0
2026051300,-18.6762,-118.4332,297.649,101018.0
2026051300,50.7558,105.1937,278.188,101575.0
2026051300,31.9164,-35.7934,292.102,102808.0
2026051300,-48.2179,36.1501,276.154,98372.1
2026051300,7.8201,-81.1665,301.692,100949.0
2026051300,45.8533,-74.4682,280.986,101792.0
2026051300,16.1661,-155.5425,298.805,101240.0
2026051300,-50.292,-48.3178,275.997,98435.1
2026051300,28.27,-67.9019,298.076,101956.0
2026051300,-65.4372,43.6317,273.192,98459.9
2026051300,-37.5112,-114.6647,287.269,100100.0
2026051700,-86.2688,-33.5118,234.825,99851.6
2026051700,-64.6126,42.0139,271.787,98716.0
2026051700,-54.0322,-5.2539,275.73,100417.0
2026051700,5.1246,52.1926,302.548,100761.0
2026051700,13.2765,41.4556,303.235,100416.0
2026051700,-5.5405,85.1267,301.392,100895.0
2026051700,-58.5763,-136.9324,272.883,97883.6
2026051700,-24.1594,-4.302,294.418,102207.0
2026051700,-18.1106,117.4825,300.217,100993.0
2026051700,-16.6171,-112.267,297.648,101511.0
2026051700,28.0551,19.3057,301.118,100413.0
2026051700,44.1569,135.0991,286.569,101949.0
2026051700,5.8506,-122.1354,301.46,100822.0
2026051700,-33.0951,41.8577,290.618,102638.0
2026051700,-59.3714,48.3341,272.623,99537.2
2026051700,-27.96,-141.9073,295.344,100463.0
2026051700,-15.959,153.1564,299.604,101308.0
2026051700,-22.033,78.5401,297.772,101428.0
2026051700,-31.4523,-53.7227,286.332,101680.0
2026051700,-18.6762,-118.4332,297.586,101521.0
2026051700,50.7558,105.1937,281.176,100960.0
2026051700,31.9164,-35.7934,292.838,102945.0
2026051700,-48.2179,36.1501,279.339,101700.0
2026051700,7.8201,-81.1665,300.746,100847.0
2026051700,45.8533,-74.4682,290.347,100652.0
2026051700,16.1661,-155.5425,299.114,101333.0
2026051700,-50.292,-48.3178,278.411,98938.4
2026051700,28.27,-67.9019,297.267,102114.0
2026051700,-65.4372,43.6317,270.867,98814.7
2026051700,-37.5112,-114.6647,289.663,100820.0
2026052100,-86.2688,-33.5118,224.933,99217.2
2026052100,-64.6126,42.0139,271.202,98757.9
2026052100,-54.0322,-5.2539,275.99,100050.0
2026052100,5.1246,52.1926,302.252,100960.0
2026052100,13.2765,41.4556,305.271,100490.0
2026052100,-5.5405,85.1267,300.959,100933.0
2026052100,-58.5763,-136.9324,271.08,99071.9
2026052100,-24.1594,-4.302,293.939,102422.0
2026052100,-18.1106,117.4825,299.827,101283.0
2026052100,-16.6171,-112.267,297.923,101402.0
2026052100,28.0551,19.3057,290.305,101977.0
2026052100,44.1569,135.0991,286.3,101517.0
2026052100,5.8506,-122.1354,301.328,100840.0
2026052100,-33.0951,41.8577,290.536,102575.0
2026052100,-59.3714,48.3341,272.433,98801.0
2026052100,-27.96,-141.9073,294.333,101579.0
2026052100,-15.959,153.1564,298.615,101432.0
2026052100,-22.033,78.5401,297.874,101369.0
2026052100,-31.4523,-53.7227,282.683,102497.0
2026052100,-18.6762,-118.4332,298.312,101449.0
2026052100,50.7558,105.1937,282.43,99410.0
2026052100,31.9164,-35.7934,293.168,101979.0
2026052100,-48.2179,36.1501,279.29,101059.0
2026052100,7.8201,-81.1665,301.286,100786.0
2026052100,45.8533,-74.4682,283.936,101814.0
2026052100,16.1661,-155.5425,299.074,101379.0
2026052100,-50.292,-48.3178,275.491,101276.0
2026052100,28.27,-67.9019,298.666,102226.0
2026052100,-65.4372,43.6317,270.132,98706.2
2026052100,-37.5112,-114.6647,289.634,101901.0
2026052400,-86.2688,-33.5118,228.838,98670.1
2026052400,-64.6126,42.0139,274.019,95843.9
2026052400,-54.0322,-5.2539,273.029,98781.5
2026052400,5.1246,52.1926,301.801,101138.0
2026052400,13.2765,41.4556,303.364,100684.0
2026052400,-5.5405,85.1267,300.809,101223.0
2026052400,-58.5763,-136.9324,274.676,97521.4
2026052400,-24.1594,-4.302,293.754,102126.0
2026052400,-18.1106,117.4825,297.257,101940.0
2026052400,-16.6171,-112.267,297.747,101295.0
2026052400,28.0551,19.3057,290.889,101943.0
2026052400,44.1569,135.0991,280.906,101452.0
2026052400,5.8506,-122.1354,301.401,100669.0
2026052400,-33.0951,41.8577,293.226,102129.0
2026052400,-59.3714,48.3341,275.797,98954.9
2026052400,-27.96,-141.9073,294.66,100877.0
2026052400,-15.959,153.1564,298.526,101414.0
2026052400,-22.033,78.5401,296.922,101453.0
2026052400,-31.4523,-53.7227,286.108,102432.0
2026052400,-18.6762,-118.4332,298.377,101348.0
2026052400,50.7558,105.1937,276.15,101724.0
2026052400,31.9164,-35.7934,294.104,102378.0
2026052400,-48.2179,36.1501,279.465,101047.0
2026052400,7.8201,-81.1665,300.396,100883.0
2026052400,45.8533,-74.4682,287.463,102993.0
2026052400,16.1661,-155.5425,298.725,101262.0
2026052400,-50.292,-48.3178,277.587,101656.0
2026052400,28.27,-67.9019,298.566,102356.0
2026052400,-65.4372,43.6317,273.481,95986.7
2026052400,-37.5112,-114.6647,285.914,101119.0
2026052800,-86.2688,-33.5118,229.789,98582.3
2026052800,-64.6126,42.0139,273.434,96329.4
2026052800,-54.0322,-5.2539,273.785,98514.4
2026052800,5.1246,52.1926,301.389,101212.0
2026052800,13.2765,41.4556,304.85,100712.0
2026052800,-5.5405,85.1267,301.029,101125.0
2026052800,-58.5763,-136.9324,273.075,95687.7
2026052800,-24.1594,-4.302,293.811,102153.0
2026052800,-18.1106,117.4825,297.2,101686.0
2026052800,-16.6171,-112.267,297.644,101257.0
2026052800,28.0551,19.3057,291.536,101752.0
2026052800,44.1569,135.0991,282.825,100325.0
2026052800,5.8506,-122.1354,301.08,100889.0
2026052800,-33.0951,41.8577,292.988,102353.0
2026052800,-59.3714,48.3341,274.923,98621.8
2026052800,-27.96,-141.9073,293.457,101797.0
2026052800,-15.959,153.1564,298.585,101395.0
2026052800,-22.033,78.5401,295.439,101993.0
2026052800,-31.4523,-53.7227,286.162,102261.0
2026052800,-18.6762,-118.4332,298.212,101360.0
2026052800,50.7558,105.1937,287.055,101513.0
2026052800,31.9164,-35.7934,293.548,102101.0
2026052800,-48.2179,36.1501,279.406,100021.0
2026052800,7.8201,-81.1665,300.358,100791.0
2026052800,45.8533,-74.4682,288.137,101209.0
2026052800,16.1661,-155.5425,298.434,101337.0
2026052800,-50.292,-48.3178,276.753,101501.0
2026052800,28.27,-67.9019,298.45,102040.0
2026052800,-65.4372,43.6317,272.118,96569.4
2026052800,-37.5112,-114.6647,286.65,101547.0
2026060100,-86.2688,-33.5118,227.274,97535.1
2026060100,-64.6126,42.0139,270.037,95784.2
2026060100,-54.0322,-5.2539,270.95,100109.0
2026060100,5.1246,52.1926,301.487,101139.0
2026060100,13.2765,41.4556,303.203,100717.0
2026060100,-5.5405,85.1267,301.428,101129.0
2026060100,-58.5763,-136.9324,271.748,98331.9
2026060100,-24.1594,-4.302,294.066,101938.0
2026060100,-18.1106,117.4825,297.206,101599.0
2026060100,-16.6171,-112.267,297.055,101296.0
2026060100,28.0551,19.3057,296.46,101351.0
2026060100,44.1569,135.0991,297.942,100827.0
2026060100,5.8506,-122.1354,300.165,100845.0
2026060100,-33.0951,41.8577,293.206,102571.0
2026060100,-59.3714,48.3341,274.005,96716.5
2026060100,-27.96,-141.9073,294.569,101721.0
2026060100,-15.959,153.1564,297.553,101613.0
2026060100,-22.033,78.5401,295.982,102217.0
2026060100,-31.4523,-53.7227,283.633,102033.0
2026060100,-18.6762,-118.4332,297.559,101443.0
2026060100,50.7558,105.1937,281.177,100996.0
2026060100,31.9164,-35.7934,295.114,102891.0
2026060100,-48.2179,36.1501,281.049,100506.0
2026060100,7.8201,-81.1665,300.974,100903.0
2026060100,45.8533,-74.4682,285.297,101288.0
2026060100,16.1661,-155.5425,299.382,101293.0
2026060100,-50.292,-48.3178,277.2,101213.0
2026060100,28.27,-67.9019,297.916,101627.0
2026060100,-65.4372,43.6317,269.699,96293.3
2026060100,-37.5112,-114.6647,286.608,100833.0
2026060400,-86.2688,-33.5118,227.795,99695.0
2026060400,-64.6126,42.0139,269.851,99722.1
2026060400,-54.0322,-5.2539,272.434,98837.9
2026060400,5.1246,52.1926,301.539,101062.0
2026060400,13.2765,41.4556,304.301,100696.0
2026060400,-5.5405,85.1267,300.599,100889.0
2026060400,-58.5763,-136.9324,273.808,96174.8
2026060400,-24.1594,-4.302,294.586,102208.0
2026060400,-18.1106,117.4825,297.471,101631.0
2026060400,-16.6171,-112.267,297.235,101657.0
2026060400,28.0551,19.3057,299.178,101289.0
2026060400,44.1569,135.0991,284.892,100878.0
2026060400,5.8506,-122.1354,300.804,101094.0
2026060400,-33.0951,41.8577,292.173,102045.0
2026060400,-59.3714,48.3341,273.823,100560.0
2026060400,-27.96,-141.9073,292.857,100481.0
2026060400,-15.959,153.1564,297.987,101576.0
2026060400,-22.033,78.5401,295.066,101962.0
2026060400,-31.4523,-53.7227,289.831,102523.0
2026060400,-18.6762,-118.4332,297.937,101668.0
2026060400,50.7558,105.1937,282.122,101979.0
2026060400,31.9164,-35.7934,294.819,103179.0
2026060400,-48.2179,36.1501,276.846,104038.0
2026060400,7.8201,-81.1665,299.48,101089.0
2026060400,45.8533,-74.4682,293.707,101879.0
2026060400,16.1661,-155.5425,299.385,101661.0
2026060400,-50.292,-48.3178,279.287,102454.0
2026060400,28.27,-67.9019,299.285,101761.0
2026060400,-65.4372,43.6317,264.778,99749.5
2026060400,-37.5112,-114.6647,286.165,100487.0
2026060800,-86.2688,-33.5118,228.996,97794.3
2026060800,-64.6126,42.0139,272.294,98282.5
2026060800,-54.0322,-5.2539,271.353,99302.3
2026060800,5.1246,52.1926,301.313,101306.0
2026060800,13.2765,41.4556,304.964,100589.0
2026060800,-5.5405,85.1267,301.576,101195.0
2026060800,-58.5763,-136.9324,275.436,98235.4
2026060800,-24.1594,-4.302,294.897,102165.0
2026060800,-18.1106,117.4825,298.074,101669.0
2026060800,-16.6171,-112.267,297.633,101498.0
2026060800,28.0551,19.3057,296.508,101432.0
2026060800,44.1569,135.0991,282.738,101251.0
2026060800,5.8506,-122.1354,301.176,101007.0
2026060800,-33.0951,41.8577,292.512,101907.0
2026060800,-59.3714,48.3341,273.546,99510.4
2026060800,-27.96,-141.9073,292.811,101924.0
2026060800,-15.959,153.1564,297.989,101930.0
2026060800,-22.033,78.5401,296.583,101738.0
2026060800,-31.4523,-53.7227,288.115,101930.0
2026060800,-18.6762,-118.4332,297.955,101368.0
2026060800,50.7558,105.1937,287.333,101964.0
2026060800,31.9164,-35.7934,295.126,103114.0
2026060800,-48.2179,36.1501,278.87,101885.0
2026060800,7.8201,-81.1665,298.258,101201.0
2026060800,45.8533,-74.4682,290.436,101662.0
2026060800,16.1661,-155.5425,298.793,101431.0
2026060800,-50.292,-48.3178,277.393,102638.0
2026060800,28.27,-67.9019,299.838,101919.0
2026060800,-65.4372,43.6317,271.997,98172.8
2026060800,-37.5112,-114.6647,288.396,101551.0
2026061200,-86.2688,-33.5118,229.72,98260.4
2026061200,-64.6126,42.0139,271.373,96449.7
2026061200,-54.0322,-5.2539,273.093,101117.0
2026061200,5.1246,52.1926,300.4,101231.0
2026061200,13.2765,41.4556,306.191,100543.0
2026061200,-5.5405,85.1267,300.997,101195.0
2026061200,-58.5763,-136.9324,274.791,98505.1
2026061200,-24.1594,-4.302,293.069,102397.0
2026061200,-18.1106,117.4825,299.77,101835.0
2026061200,-16.6171,-112.267,297.317,101362.0
2026061200,28.0551,19.3057,298.962,101449.0
2026061200,44.1569,135.0991,291.725,100758.0
2026061200,5.8506,-122.1354,300.48,100834.0
2026061200,-33.0951,41.8577,290.693,102053.0
2026061200,-59.3714,48.3341,273.642,97127.8
2026061200,-27.96,-141.9073,293.928,101061.0
2026061200,-15.959,153.1564,297.895,101976.0
2026061200,-22.033,78.5401,295.18,102373.0
2026061200,-31.4523,-53.7227,284.837,101695.0
2026061200,-18.6762,-118.4332,297.655,101461.0
2026061200,50.7558,105.1937,287.018,101099.0
2026061200,31.9164,-35.7934,295.683,102283.0
2026061200,-48.2179,36.1501,277.349,99169.0
2026061200,7.8201,-81.1665,301.428,100817.0
2026061200,45.8533,-74.4682,296.767,100417.0
2026061200,16.1661,-155.5425,299.234,101356.0
2026061200,-50.292,-48.3178,278.656,100339.0
2026061200,28.27,-67.9019,298.337,101823.0
2026061200,-65.4372,43.6317,267.503,96679.8
2026061200,-37.5112,-114.6647,287.758,102286.0
2026061500,-86.2688,-33.5118,223.074,98486.1
2026061500,-64.6126,42.0139,268.387,96996.2
2026061500,-54.0322,-5.2539,274.235,99182.8
2026061500,5.1246,52.1926,300.269,101155.0
2026061500,13.2765,41.4556,305.708,100479.0
2026061500,-5.5405,85.1267,301.028,101016.0
2026061500,-58.5763,-136.9324,272.637,98631.4
2026061500,-24.1594,-4.302,292.969,102929.0
2026061500,-18.1106,117.4825,298.789,101609.0
2026061500,-16.6171,-112.267,297.142,101553.0
2026061500,28.0551,19.3057,294.257,101425.0
2026061500,44.1569,135.0991,285.64,101684.0
2026061500,5.8506,-122.1354,301.387,101049.0
2026061500,-33.0951,41.8577,290.363,102743.0
2026061500,-59.3714,48.3341,273.38,96706.1
2026061500,-27.96,-141.9073,292.344,101341.0
2026061500,-15.959,153.1564,298.13,101654.0
2026061500,-22.033,78.5401,295.684,101933.0
2026061500,-31.4523,-53.7227,279.861,102253.0
2026061500,-18.6762,-118.4332,297.973,101559.0
2026061500,50.7558,105.1937,287.947,100981.0
2026061500,31.9164,-35.7934,295.964,102458.0
2026061500,-48.2179,36.1501,277.375,101294.0
2026061500,7.8201,-81.1665,300.401,101126.0
2026061500,45.8533,-74.4682,289.769,100042.0
2026061500,16.1661,-155.5425,299.262,101284.0
2026061500,-50.292,-48.3178,277.36,98758.2
2026061500,28.27,-67.9019,300.162,102132.0
2026061500,-65.4372,43.6317,267.167,97271.2
2026061500,-37.5112,-114.6647,289.6,101570.0
2026061900,-86.2688,-33.5118,229.259,99581.8
2026061900,-64.6126,42.0139,265.136,98997.1
2026061900,-54.0322,-5.2539,273.094,98691.7
2026061900,5.1246,52.1926,301.091,101007.0
2026061900,13.2765,41.4556,303.225,100245.0
2026061900,-5.5405,85.1267,301.313,100988.0
2026061900,-58.5763,-136.9324,275.687,96801.6
2026061900,-24.1594,-4.302,292.743,102487.0
2026061900,-18.1106,117.4825,296.188,101949.0
2026061900,-16.6171,-112.267,297.58,101448.0
2026061900,28.0551,19.3057,296.949,101325.0
2026061900,44.1569,135.0991,290.088,101049.0
2026061900,5.8506,-122.1354,300.802,101020.0
2026061900,-33.0951,41.8577,291.896,101644.0
2026061900,-59.3714,48.3341,269.775,99284.9
2026061900,-27.96,-141.9073,293.298,102430.0
2026061900,-15.959,153.1564,298.489,101666.0
2026061900,-22.033,78.5401,293.992,101586.0
2026061900,-31.4523,-53.7227,286.07,101405.0
2026061900,-18.6762,-118.4332,297.795,101544.0
2026061900,50.7558,105.1937,279.294,102320.0
2026061900,31.9164,-35.7934,296.478,101967.0
2026061900,-48.2179,36.1501,275.373,101269.0
2026061900,7.8201,-81.1665,300.288,101156.0
2026061900,45.8533,-74.4682,289.735,99150.5
2026061900,16.1661,-155.5425,299.671,101429.0
2026061900,-50.292,-48.3178,279.188,99473.1
2026061900,28.27,-67.9019,300.504,102259.0
2026061900,-65.4372,43.6317,262.172,98860.0
2026061900,-37.5112,-114.6647,286.621,103158.0
2026062300,-86.2688,-33.5118,217.931,98351.6
2026062300,-64.6126,42.0139,267.798,98403.3
2026062300,-54.0322,-5.2539,273.676,99051.3
2026062300,5.1246,52.1926,300.509,101183.0
2026062300,13.2765,41.4556,303.629,100381.0
2026062300,-5.5405,85.1267,300.922,101058.0
2026062300,-58.5763,-136.9324,270.976,98427.4
2026062300,-24.1594,-4.302,292.179,102141.0
2026062300,-18.1106,117.4825,298.335,101702.0
2026062300,-16.6171,-112.267,297.449,101413.0
2026062300,28.0551,19.3057,294.944,101509.0
2026062300,44.1569,135.0991,288.039,101315.0
2026062300,5.8506,-122.1354,301.647,100855.0
2026062300,-33.0951,41.8577,292.44,102563.0
2026062300,-59.3714,48.3341,272.409,99574.3
2026062300,-27.96,-141.9073,294.708,101895.0
2026062300,-15.959,153.1564,298.204,101615.0
2026062300,-22.033,78.5401,295.973,101576.0
2026062300,-31.4523,-53.7227,280.356,101657.0
2026062300,-18.6762,-118.4332,296.641,101536.0
2026062300,50.7558,105.1937,284.693,101599.0
2026062300,31.9164,-35.7934,296.079,102812.0
2026062300,-48.2179,36.1501,277.19,101724.0
2026062300,7.8201,-81.1665,299.627,101076.0
2026062300,45.8533,-74.4682,291.079,101486.0
2026062300,16.1661,-155.5425,299.332,101290.0
2026062300,-50.292,-48.3178,277.529,101144.0
2026062300,28.27,-67.9019,300.624,102357.0
2026062300,-65.4372,43.6317,266.23,98388.0
2026062300,-37.5112,-114.6647,286.229,102173.0
2026062600,-86.2688,-33.5118,233.66,97466.1
2026062600,-64.6126,42.0139,264.839,99246.0
2026062600,-54.0322,-5.2539,272.923,97280.4
2026062600,5.1246,52.1926,300.049,101128.0
2026062600,13.2765,41.4556,304.454,100335.0
2026062600,-5.5405,85.1267,301.138,101082.0
2026062600,-58.5763,-136.9324,274.649,99220.1
2026062600,-24.1594,-4.302,292.513,102813.0
2026062600,-18.1106,117.4825,299.069,101726.0
2026062600,-16.6171,-112.267,296.934,101283.0
2026062600,28.0551,19.3057,296.72,101440.0
2026062600,44.1569,135.0991,294.066,100432.0
2026062600,5.8506,-122.1354,301.068,100616.0
2026062600,-33.0951,41.8577,292.386,103103.0
2026062600,-59.3714,48.3341,270.378,99500.6
2026062600,-27.96,-141.9073,294.386,101382.0
2026062600,-15.959,153.1564,298.295,101645.0
2026062600,-22.033,78.5401,295.184,102039.0
2026062600,-31.4523,-53.7227,283.472,102251.0
2026062600,-18.6762,-118.4332,296.685,101294.0
2026062600,50.7558,105.1937,290.413,100433.0
2026062600,31.9164,-35.7934,296.99,102814.0
2026062600,-48.2179,36.1501,277.013,102840.0
2026062600,7.8201,-81.1665,301.028,100817.0
2026062600,45.8533,-74.4682,293.187,101670.0
2026062600,16.1661,-155.5425,299.744,101126.0
2026062600,-50.292,-48.3178,276.852,102321.0
2026062600,28.27,-67.9019,301.148,102339.0
2026062600,-65.4372,43.6317,261.943,99045.0
2026062600,-37.5112,-114.6647,287.912,102221.0
2026063000,-86.2688,-33.5118,229.154,98617.3
2026063000,-64.6126,42.0139,271.139,97680.4
2026063000,-54.0322,-5.2539,272.999,102201.0
2026063000,5.1246,52.1926,300.029,101112.0
2026063000,13.2765,41.4556,304.951,100258.0
2026063000,-5.5405,85.1267,301.532,101046.0
2026063000,-58.5763,-136.9324,268.413,97651.7
2026063000,-24.1594,-4.302,291.541,102644.0
2026063000,-18.1106,117.4825,296.21,101443.0
2026063000,-16.6171,-112.267,296.929,101348.0
2026063000,28.0551,19.3057,297.875,101269.0
2026063000,44.1569,135.0991,292.334,101143.0
2026063000,5.8506,-122.1354,301.093,100714.0
2026063000,-33.0951,41.8577,293.401,101925.0
2026063000,-59.3714,48.3341,271.545,97882.1
2026063000,-27.96,-141.9073,293.297,101195.0
2026063000,-15.959,153.1564,298.012,101618.0
2026063000,-22.033,78.5401,296.041,101932.0
2026063000,-31.4523,-53.7227,279.257,102110.0
2026063000,-18.6762,-118.4332,297.584,101379.0
2026063000,50.7558,105.1937,293.368,100649.0
2026063000,31.9164,-35.7934,296.56,102654.0
2026063000,-48.2179,36.1501,275.722,101353.0
2026063000,7.8201,-81.1665,302.447,100727.0
2026063000,45.8533,-74.4682,295.851,101850.0
2026063000,16.1661,-155.5425,299.736,101206.0
2026063000,-50.292,-48.3178,277.135,99755.3
2026063000,28.27,-67.9019,301.366,101873.0
2026063000,-65.4372,43.6317,268.369,97859.3
2026063000,-37.5112,-114.6647,289.938,100847.0
2026070400,-86.2688,-33.5118,232.97,99504.0
2026070400,-64.6126,42.0139,262.5,100243.0
2026070400,-54.0322,-5.2539,271.28,99430.0
2026070400,5.1246,52.1926,299.27,101205.0
2026070400,13.2765,41.4556,306.05,100313.0
2026070400,-5.5405,85.1267,301.41,101096.0
2026070400,-58.5763,-136.9324,272.84,99952.0
2026070400,-24.1594,-4.302,291.83,102353.0
2026070400,-18.1106,117.4825,298.25,101810.0
2026070400,-16.6171,-112.267,296.52,101376.0
2026070400,28.0551,19.3057,299.29,101359.0
2026070400,44.1569,135.0991,293.23,100665.0
2026070400,5.8506,-122.1354,301.71,100829.0
2026070400,-33.0951,41.8577,290.8,101639.0
2026070400,-59.3714,48.3341,271.71,100284.0
2026070400,-27.96,-141.9073,292.08,101206.0
2026070400,-15.959,153.1564,298.19,101652.0
2026070400,-22.033,78.5401,295.21,102081.0
2026070400,-31.4523,-53.7227,279.3,102702.0
2026070400,-18.6762,-118.4332,296.42,101371.0
2026070400,50.7558,105.1937,291.94,100999.0
2026070400,31.9164,-35.7934,297.83,102373.0
2026070400,-48.2179,36.1501,273.69,102453.0
2026070400,7.8201,-81.1665,299.47,101036.0
2026070400,45.8533,-74.4682,297.87,100974.0
2026070400,16.1661,-155.5425,299.43,101186.0
2026070400,-50.292,-48.3178,276.64,102268.0
2026070400,28.27,-67.9019,301.0,101934.0
2026070400,-65.4372,43.6317,255.67,100245.0
2026070400,-37.5112,-114.6647,285.61,100775.0
2026070700,-86.2688,-33.5118,233.61,98112.0
2026070700,-64.6126,42.0139,271.67,96634.0
2026070700,-54.0322,-5.2539,271.48,100085.0
2026070700,5.1246,52.1926,299.33,101322.0
2026070700,13.2765,41.4556,304.28,100449.0
2026070700,-5.5405,85.1267,301.24,101172.0
2026070700,-58.5763,-136.9324,273.82,98924.0
2026070700,-24.1594,-4.302,292.47,102163.0
2026070700,-18.1106,117.4825,298.08,101760.0
2026070700,-16.6171,-112.267,297.37,101267.0
2026070700,28.0551,19.3057,297.31,101569.0
2026070700,44.1569,135.0991,294.57,101141.0
2026070700,5.8506,-122.1354,300.58,100730.0
2026070700,-33.0951,41.8577,290.38,103392.0
2026070700,-59.3714,48.3341,273.3,98062.0
