kim_date_range,kim_n_days,co2,dswrtoa,rss,dlwrsfc,rls,ulwrtoa
2026022800~2026081900,7,429.53,296.39986731821773,130.28784115478553,306.1137271621501,-50.811059387052595,230.6363536559083
